track_name,artists,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,playlistname,source,domain,chart,region,date,position,title,artist,url,scraped_at
Red Lights,Tiësto,A Town Called Paradise,66,262200,False,0.654,0.83,10,-4.801,1,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,4,trance,['Red Lights'],billboard,billboard.com,hot-100,,2014-06-07,65,Red Lights,Tiesto,,2025-11-22T16:39:29.267559+00:00
Can't Help Falling in Love,Christian Leave,Hope,63,135714,False,0.608,0.269,0,-7.201,1,0.0329,0.983,1.96e-06,0.337,0.389,126.372,3,indie-pop,"[nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,74,Can't Help Falling In Love,Christina Grimmie,,2025-11-22T16:39:29.267559+00:00
2 On (feat. ScHoolboy Q),Tinashe;ScHoolboy Q,Aquarius,72,227000,True,0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,4,alternative,[nan],billboard,billboard.com,hot-100,,2014-06-07,75,2 On,Tinashe Featuring ScHoolboy Q,,2025-11-22T16:39:29.267559+00:00
Girls Chase Boys,Ingrid Michaelson,Lights Out,56,221413,False,0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4,acoustic,['Sia - Chandelier'],billboard,billboard.com,hot-100,,2014-06-07,89,Girls Chase Boys,Ingrid Michaelson,,2025-11-22T16:39:29.267559+00:00
On Top Of The World,Imagine Dragons,Autumn Vibes 2022,0,192800,False,0.588,0.925,0,-5.584,1,0.16,0.0897,4.89e-06,0.0881,0.759,99.83,4,rock,"[nan, nan]",billboard,billboard.com,hot-100,,2014-06-07,90,On Top Of The World,Imagine Dragons,,2025-11-22T16:39:29.267559+00:00
Can't Remember to Forget You (feat. Rihanna),Shakira;Rihanna,Shakira. (Expanded Edition),75,206866,False,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,4,latin,[nan],billboard,billboard.com,hot-100,,2014-06-07,100,Can't Remember To Forget You,Shakira Featuring Rihanna,,2025-11-22T16:39:29.267559+00:00
See You Again,Wiz Khalifa;Charlie Puth,Give You Love - Cozy Hits,2,229525,False,0.69,0.48,10,-7.503,1,0.0816,0.369,0.0,0.0649,0.286,80.025,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,2,See You Again,Wiz Khalifa Featuring Charlie Puth,,2025-11-22T16:41:24.543250+00:00
Trap Queen,Fetty Wap,Fetty Wap (Deluxe),74,222093,True,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075,4,j-dance,"[nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,3,Trap Queen,Fetty Wap,,2025-11-22T16:41:24.543250+00:00
Shut Up and Dance,WALK THE MOON,TALKING IS HARD,83,199080,False,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,4,alt-rock,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,4,Shut Up And Dance,Walk the Moon,,2025-11-22T16:41:24.543250+00:00
Uptown Funk (feat. Bruno Mars),Mark Ronson;Bruno Mars,Uptown Special,83,269666,True,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,dance,[nan],billboard,billboard.com,hot-100,,2015-06-06,6,Uptown Funk!,Mark Ronson Featuring Bruno Mars,,2025-11-22T16:41:24.543250+00:00
Want to Want Me,Jason Derulo,Running Songs,1,206280,True,0.772,0.643,0,-6.24,0,0.063,0.0102,0.0,0.0705,0.669,114.031,4,dance,[nan],billboard,billboard.com,hot-100,,2015-06-06,7,Want To Want Me,Jason Derulo,,2025-11-22T16:41:24.543250+00:00
Hey Mama,David Guetta;Nicki Minaj;Bebe Rexha;Afrojack,Want to Want Me - 10s Pop,46,192560,False,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.524,85.979,4,edm,[nan],billboard,billboard.com,hot-100,,2015-06-06,8,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",,2025-11-22T16:41:24.543250+00:00
Love Me Like You Do,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),79,253520,False,0.489,0.597,5,-6.633,0,0.0292,0.27,0.0,0.105,0.324,95.012,4,dance,"[nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,11,Love Me Like You Do,Ellie Goulding,,2025-11-22T16:41:24.543250+00:00
"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,48,199263,False,0.754,0.802,9,-6.424,1,0.0551,0.0349,0.0,0.335,0.583,122.026,4,rock,[nan],billboard,billboard.com,hot-100,,2015-06-06,12,"Honey, I'm Good.",Andy Grammer,,2025-11-22T16:41:24.543250+00:00
Talking Body,Tove Lo,Queen Of The Clouds,67,238426,True,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,electro,"['Tove Lo - Talking Body', 'Tove Lo - Talking Body', 'Tove Lo - Talking Body']",billboard,billboard.com,hot-100,,2015-06-06,13,Talking Body,Tove Lo,,2025-11-22T16:41:24.543250+00:00
Worth It,Fifth Harmony,Worth It,64,185256,False,0.858,0.78,8,-3.739,1,0.0738,0.0478,5.72e-05,0.133,0.602,99.984,4,dance,[nan],billboard,billboard.com,hot-100,,2015-06-06,17,Worth It,Fifth Harmony Featuring Kid Ink,,2025-11-22T16:41:24.543250+00:00
You Know You Like It,DJ Snake;AlunaGeorge,You Know You Like It,70,247266,False,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,4,electronic,[nan],billboard,billboard.com,hot-100,,2015-06-06,18,You Know You Like It,DJ Snake & AlunaGeorge,,2025-11-22T16:41:24.543250+00:00
GDFR,Flo Rida;Sage The Gemini;Lookas,Pushin P - Top Rap,1,190185,False,0.657,0.827,5,-4.034,1,0.0736,0.000698,0.0053,0.065,0.69,145.887,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,21,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,,2025-11-22T16:41:24.543250+00:00
Girl Crush,Little Big Town,Pain Killer,70,193320,False,0.5,0.225,0,-10.22,1,0.0302,0.842,0.0,0.112,0.355,173.788,3,country,['Girl Crush'],billboard,billboard.com,hot-100,,2015-06-06,22,Girl Crush,Little Big Town,,2025-11-22T16:41:24.543250+00:00
Watch Me,The Phantoms,"Take The World, Vol. 1 - EP",53,214874,False,0.559,0.606,0,-6.857,1,0.0321,0.0613,0.0,0.095,0.503,79.98,4,blues,"[nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,25,Watch Me,Silento,,2025-11-22T16:41:24.543250+00:00
Fight Song,Rachel Platten,Wildfire,77,204013,False,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4,rock,[nan],billboard,billboard.com,hot-100,,2015-06-06,30,Fight Song,Rachel Platten,,2025-11-22T16:41:24.543250+00:00
Blank Space,Taylor Swift,1989 (Deluxe),85,231826,False,0.76,0.703,5,-5.412,1,0.054,0.103,0.0,0.0913,0.57,95.997,4,pop,[nan],billboard,billboard.com,hot-100,,2015-06-06,32,Blank Space,Taylor Swift,,2025-11-22T16:41:24.543250+00:00
Lean On,Major Lazer;MØ;DJ Snake,Peace Is The Mission (Extended),73,176561,False,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,33,Lean On,Major Lazer X DJ Snake Featuring Mo,,2025-11-22T16:41:24.543250+00:00
Budapest,George Ezra,Wanted on Voyage (Expanded Edition),79,200733,False,0.717,0.455,5,-8.303,1,0.0276,0.0846,0.0,0.11,0.389,127.812,4,folk,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,35,Budapest,George Ezra,,2025-11-22T16:41:24.543250+00:00
One Last Time,Ariana Grande,My Everything (Deluxe),83,197266,False,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,dance,[nan],billboard,billboard.com,hot-100,,2015-06-06,40,One Last Time,Ariana Grande,,2025-11-22T16:41:24.543250+00:00
Take Me To Church,Hozier,Hozier,83,241688,False,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,4,singer-songwriter,"['nya låtar', 'nya låtar']",billboard,billboard.com,hot-100,,2015-06-06,48,Take Me To Church,Hozier,,2025-11-22T16:41:24.543250+00:00
Bright,Echosmith,Coffee Moment,0,220626,False,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4,indie-pop,[nan],billboard,billboard.com,hot-100,,2015-06-06,50,Bright,Echosmith,,2025-11-22T16:41:24.543250+00:00
Fun with the System - Bonus Track,Orbital,Monsters Exist (Deluxe),14,255040,False,0.777,0.699,6,-8.567,0,0.0432,0.0075,0.869,0.0832,0.219,112.01,4,breakbeat,[nan],billboard,billboard.com,hot-100,,2015-06-06,54,Fun,Pitbull Featuring Chris Brown,,2025-11-22T16:41:24.543250+00:00
Photograph,Ed Sheeran,x (Deluxe Edition),85,258986,False,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,pop,[nan],billboard,billboard.com,hot-100,,2015-06-06,58,Photograph,Ed Sheeran,,2025-11-22T16:41:24.543250+00:00
Uma Thurman,Fall Out Boy,Helloween Party,2,211573,False,0.623,0.961,4,-2.616,0,0.0869,0.102,0.000171,0.264,0.668,149.963,4,emo,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,70,Uma Thurman,Fall Out Boy,,2025-11-22T16:41:24.543250+00:00
I Really Like You,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),70,204763,False,0.62,0.805,5,-5.538,1,0.0417,0.00564,9.15e-05,0.285,0.586,122.062,4,electro,[nan],billboard,billboard.com,hot-100,,2015-06-06,80,I Really Like You,Carly Rae Jepsen,,2025-11-22T16:41:24.543250+00:00
Diamond Rings And Old Barstools,Tim McGraw;Catherine Dunn,Sad Country Songs,1,198373,False,0.55,0.496,5,-6.325,1,0.025,0.463,0.000135,0.119,0.353,141.898,4,country,[nan],billboard,billboard.com,hot-100,,2015-06-06,85,Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,,2025-11-22T16:41:24.543250+00:00
El Perdón (with Enrique Iglesias),Nicky Jam;Enrique Iglesias,Fénix,74,205906,False,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,4,latin,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,87,El Perdon (Forgiveness),Nicky Jam & Enrique Iglesias,,2025-11-22T16:41:24.543250+00:00
Beautiful Now,Zedd;Jon Bellion,True Colors,70,218293,False,0.628,0.833,11,-4.126,0,0.0282,0.0079,1.48e-05,0.074,0.56,128.003,4,edm,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,88,Beautiful Now,Zedd Featuring Jon Bellion,,2025-11-22T16:41:24.543250+00:00
Get Low,Dillon Francis;DJ Snake,"Money Sucks, Friends Rule",61,212773,False,0.674,0.932,11,-4.424,0,0.0859,0.0282,0.71,0.684,0.728,101.033,4,edm,"[nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,95,Get Low,Dillon Francis & DJ Snake,,2025-11-22T16:41:24.543250+00:00
Stressed Out,Twenty One Pilots,Blurryface,85,202333,False,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,4,rock,"[nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,97,Stressed Out,Twenty One Pilots,,2025-11-22T16:41:24.543250+00:00
Renegades,X Ambassadors,VHS,76,195200,False,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,alt-rock,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2015-06-06,98,Renegades,X Ambassadors,,2025-11-22T16:41:24.543250+00:00
One Dance,Drake;Wizkid;Kyla,Views,66,173973,False,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,4,hip-hop,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,1,One Dance,Drake Featuring Wizkid & Kyla,,2025-11-22T16:43:18.797585+00:00
Don't Let Me Down,The Chainsmokers;Daya,Don't Let Me Down,80,208373,False,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,6,Don't Let Me Down,The Chainsmokers Featuring Daya,,2025-11-22T16:43:18.797585+00:00
PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),78,202746,True,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,dance,[nan],billboard,billboard.com,hot-100,,2016-06-04,9,Pillowtalk,ZAYN,,2025-11-22T16:43:18.797585+00:00
Love Yourself,Justin Bieber,Purpose (Deluxe),84,233720,False,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,4,pop,[nan],billboard,billboard.com,hot-100,,2016-06-04,11,Love Yourself,Justin Bieber,,2025-11-22T16:43:18.797585+00:00
This Is What You Came For,Calvin Harris;Rihanna,This Is What You Came For,81,222160,False,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,12,This Is What You Came For,Calvin Harris Featuring Rihanna,,2025-11-22T16:43:18.797585+00:00
Never Forget You,Zara Larsson;MNEK,So Good,74,213427,False,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,4,edm,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,13,Never Forget You,Zara Larsson & MNEK,,2025-11-22T16:43:18.797585+00:00
"Me, Myself & I",G-Eazy;Bebe Rexha,When It's Dark Out,78,251466,True,0.756,0.674,0,-6.518,0,0.0959,0.0184,0.0,0.158,0.389,111.995,4,indie-pop,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,18,"Me, Myself & I",G-Eazy x Bebe Rexha,,2025-11-22T16:43:18.797585+00:00
No,Wax Tailor,Dusty Rainbow from the Dark,19,171386,False,0.784,0.809,1,-6.386,1,0.168,0.234,0.00277,0.176,0.651,84.051,4,trip-hop,[nan],billboard,billboard.com,hot-100,,2016-06-04,19,No,Meghan Trainor,,2025-11-22T16:43:18.797585+00:00
H.O.L.Y.,Florida Georgia Line,Dig Your Roots,71,194186,False,0.523,0.666,7,-4.081,0,0.0327,0.401,0.0,0.0728,0.564,78.077,4,country,[nan],billboard,billboard.com,hot-100,,2016-06-04,21,H.O.L.Y.,Florida Georgia Line,,2025-11-22T16:43:18.797585+00:00
Sorry,Justin Bieber,Fiesta de disfraces vol. II,0,200786,False,0.679,0.748,0,-3.624,0,0.0385,0.0878,0.0,0.299,0.438,100.035,4,pop,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,29,Sorry,Justin Bieber,,2025-11-22T16:43:18.797585+00:00
Cheap Thrills,Sia,This Is Acting,78,211666,False,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,dance,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,34,Cheap Thrills,Sia Featuring Sean Paul,,2025-11-22T16:43:18.797585+00:00
Ride,Twenty One Pilots,Blurryface,82,214506,False,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,4,rock,[nan],billboard,billboard.com,hot-100,,2016-06-04,36,Ride,Twenty One Pilots,,2025-11-22T16:43:18.797585+00:00
Middle,DJ Snake;Bipolar Sunshine,Mientras hago aromaterapia,0,220746,False,0.585,0.73,1,-4.038,0,0.0406,0.0171,0.0,0.0488,0.222,104.824,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,38,Middle,DJ Snake Featuring Bipolar Sunshine,,2025-11-22T16:43:18.797585+00:00
Stitches,Shawn Mendes,Handwritten,80,206880,False,0.746,0.754,1,-6.684,1,0.0676,0.0152,0.0,0.0486,0.746,149.882,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,41,Stitches,Shawn Mendes,,2025-11-22T16:43:18.797585+00:00
One Call Away,Charlie Puth,Music for Rainy Days,0,194453,False,0.667,0.613,1,-5.353,1,0.0345,0.4,0.0,0.115,0.472,91.024,4,dance,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,42,One Call Away,Charlie Puth,,2025-11-22T16:43:18.797585+00:00
Roses,The Chainsmokers;ROZES,Roses,74,226738,False,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4,edm,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,48,Roses,The Chainsmokers Featuring ROZES,,2025-11-22T16:43:18.797585+00:00
All The Way Up (Remix),Fat Joe;Remy Ma;JAY-Z;French Montana;InfaRed,All The Way Up (Remix) (feat. French Montana & Infared) - Single,60,284830,True,0.564,0.717,10,-6.403,0,0.397,0.097,0.0,0.493,0.423,117.489,5,hardcore,[nan],billboard,billboard.com,hot-100,,2016-06-04,51,All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",,2025-11-22T16:43:18.797585+00:00
My Church,Maren Morris,HERO (Deluxe Edition),69,197930,False,0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,4,country,[nan],billboard,billboard.com,hot-100,,2016-06-04,64,My Church,Maren Morris,,2025-11-22T16:43:18.797585+00:00
The Sound of Silence,Disturbed,Immortalized,41,248466,False,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,4,alternative,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,66,The Sound Of Silence,Disturbed,,2025-11-22T16:43:18.797585+00:00
Wherever I Go,OneRepublic,Oh My My (Deluxe),70,169773,False,0.552,0.689,10,-6.444,0,0.0425,0.0915,0.0,0.27,0.349,99.961,4,piano,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,67,Wherever I Go,OneRepublic,,2025-11-22T16:43:18.797585+00:00
Redemption,Frank Turner,England Keep My Bones (Deluxe Edition),28,288133,False,0.658,0.678,4,-6.807,1,0.0284,0.00897,0.0,0.0914,0.63,131.976,4,acoustic,[nan],billboard,billboard.com,hot-100,,2016-06-04,83,Redemption,Drake,,2025-11-22T16:43:18.797585+00:00
No Problem,Chase & Status,No More Idols,55,250666,False,0.556,0.948,6,-5.522,1,0.0886,0.000667,0.103,0.0505,0.505,174.975,4,drum-and-bass,[nan],billboard,billboard.com,hot-100,,2016-06-04,86,No Problem,Chance the Rapper Featuring Lil Wayne & 2 Chainz,,2025-11-22T16:43:18.797585+00:00
I'm Sorry,Brenda Lee,Christmas time but not Christmas songs 2022,0,161546,False,0.357,0.223,10,-12.362,1,0.0377,0.867,0.000972,0.13,0.314,204.193,3,rockabilly,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,94,I'm Sorry,Adam Wakefield,,2025-11-22T16:43:18.797585+00:00
Faded,Alan Walker,Different World,80,212106,False,0.468,0.627,6,-5.085,1,0.0476,0.0281,7.97e-06,0.11,0.159,179.642,4,electro,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,97,Faded,Alan Walker,,2025-11-22T16:43:18.797585+00:00
Unsteady,X Ambassadors,VHS,74,193546,False,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4,alt-rock,"[nan, nan]",billboard,billboard.com,hot-100,,2016-06-04,99,Unsteady,X Ambassadors,,2025-11-22T16:43:18.797585+00:00
Despacito,Luis Fonsi;Daddy Yankee,VIDA,80,229360,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,latin,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,1,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,,2025-11-22T16:45:13.029007+00:00
That's What I Like,Bruno Mars,24K Magic,83,206693,False,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,4,dance,[nan],billboard,billboard.com,hot-100,,2017-06-03,2,That's What I Like,Bruno Mars,,2025-11-22T16:45:13.029007+00:00
Shape of You,Ed Sheeran,÷ (Deluxe),86,233712,False,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,pop,[nan],billboard,billboard.com,hot-100,,2017-06-03,4,Shape Of You,Ed Sheeran,,2025-11-22T16:45:13.029007+00:00
HUMBLE.,Kendrick Lamar,DAMN.,84,177000,True,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2017-06-03,5,Humble.,Kendrick Lamar,,2025-11-22T16:45:13.029007+00:00
Something Just Like This,The Chainsmokers;Coldplay,Memories...Do Not Open,85,247160,False,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,6,Something Just Like This,The Chainsmokers & Coldplay,,2025-11-22T16:45:13.029007+00:00
Mask Off,Future,FUTURE,83,204600,True,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2017-06-03,7,Mask Off,Future,,2025-11-22T16:45:13.029007+00:00
Stay,Zedd;Alessia Cara,Stay,76,210090,False,0.69,0.622,5,-5.025,0,0.0622,0.253,0.0,0.116,0.544,102.04,4,dance,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,9,Stay,Zedd & Alessia Cara,,2025-11-22T16:45:13.029007+00:00
Malibu,Lucus,Malibu,56,149017,False,0.779,0.585,5,-8.244,0,0.0556,0.296,1.71e-05,0.0838,0.46,100.021,4,sad,[nan],billboard,billboard.com,hot-100,,2017-06-03,10,Malibu,Miley Cyrus,,2025-11-22T16:45:13.029007+00:00
Say You Won't Let Go,James Arthur,Back from the Edge,85,211466,False,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,4,pop,[nan],billboard,billboard.com,hot-100,,2017-06-03,11,Say You Won't Let Go,James Arthur,,2025-11-22T16:45:13.029007+00:00
It Ain't Me (with Selena Gomez),Kygo;Selena Gomez,It Ain't Me (with Selena Gomez),77,220780,False,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4,dance,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,12,It Ain't Me,Kygo x Selena Gomez,,2025-11-22T16:45:13.029007+00:00
Issues,Julia Michaels,Concierto en la ducha,0,176346,False,0.722,0.417,8,-6.825,1,0.0618,0.39,0.0,0.0612,0.451,113.965,4,electro,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,14,Issues,Julia Michaels,,2025-11-22T16:45:13.029007+00:00
Body Like A Back Road,Sam Hunt,Tailgate Country,0,165386,False,0.732,0.458,5,-7.225,1,0.0311,0.447,0.0,0.136,0.661,98.942,4,country,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,16,Body Like A Back Road,Sam Hunt,,2025-11-22T16:45:13.029007+00:00
Believer,Imagine Dragons,Evolve,88,204346,False,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,4,rock,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,20,Believer,Imagine Dragons,,2025-11-22T16:45:13.029007+00:00
In Case You Didn't Know,Brett Young,Brett Young,75,224853,False,0.607,0.536,10,-7.306,1,0.0305,0.386,0.0,0.102,0.434,147.986,4,country,[nan],billboard,billboard.com,hot-100,,2017-06-03,23,In Case You Didn't Know,Brett Young,,2025-11-22T16:45:13.029007+00:00
Unforgettable,French Montana;Swae Lee,Jungle Rules,82,233901,True,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2017-06-03,24,Unforgettable,French Montana Featuring Swae Lee,,2025-11-22T16:45:13.029007+00:00
Slide (feat. Frank Ocean & Migos),Calvin Harris;Frank Ocean;Migos,Slide (feat. Frank Ocean & Migos),72,230813,True,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066,4,electro,"[nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,25,Slide,Calvin Harris Featuring Frank Ocean & Migos,,2025-11-22T16:45:13.029007+00:00
Tunnel Vision,Kodak Black,Hiphopowe nowości,0,268186,True,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,4,hip-hop,[nan],billboard,billboard.com,hot-100,,2017-06-03,26,Tunnel Vision,Kodak Black,,2025-11-22T16:45:13.029007+00:00
Closer,The Chainsmokers;Halsey,Closer,84,244960,False,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,4,dance,"[nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,27,Closer,The Chainsmokers Featuring Halsey,,2025-11-22T16:45:13.029007+00:00
Rockabye,Clean Bandit;Sean Paul;Anne-Marie,Cardio Tracks,4,250456,True,0.724,0.759,9,-3.996,0,0.0544,0.411,0.0,0.437,0.765,101.943,4,edm,"[nan, nan, nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,28,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,,2025-11-22T16:45:13.029007+00:00
There's Nothing Holdin' Me Back,Shawn Mendes,Illuminate (Deluxe),86,199440,False,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,4,dance,"[nan, nan, nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,32,There's Nothing Holdin' Me Back,Shawn Mendes,,2025-11-22T16:45:13.029007+00:00
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo;Nicki Minaj;Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,216408,True,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,4,dance,[nan],billboard,billboard.com,hot-100,,2017-06-03,36,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,,2025-11-22T16:45:13.029007+00:00
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,84,243836,True,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049,4,hip-hop,"[nan, nan]",billboard,billboard.com,hot-100,,2017-06-03,37,Goosebumps,Travis Scott,,2025-11-22T16:45:13.029007+00:00
Now Or Never,Halsey,hopeless fountain kingdom (Deluxe),67,214801,False,0.67,0.585,6,-4.861,0,0.0354,0.107,1.11e-06,0.131,0.447,110.03,4,indie-pop,[nan],billboard,billboard.com,hot-100,,2017-06-03,38,Now Or Never,Halsey,,2025-11-22T16:45:13.029007+00:00
